"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","3","$0.75","($225.12)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","7","$0.75","($525.28)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","30","$0.11","$328.70"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","15","$0.15","($225.60)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","15","$0.28","($420.60)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","1","$0.32","$31.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","1","$0.32","$31.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","7","$0.32","$223.70"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","3","$0.33","($99.12)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","1","$0.33","($33.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","1","$0.33","($33.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","4","$0.33","($132.16)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","1","$0.31","$30.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","8","$0.31","$247.65"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","5","$0.30","($150.20)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","1","$0.31","$30.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","3","$0.31","$92.87"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","7","$0.37","($259.28)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","1","$0.40","($40.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $692.00","STC","2","$0.95","$189.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $692.00","STC","2","$1.16","$231.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $692.00","BTO","4","$1.38","($552.16)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","STC","1","$0.54","$53.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","STC","2","$0.46","$91.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","STC","2","$0.44","$87.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","STC","5","$0.39","$194.78"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","BTO","1","$0.30","($30.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","BTO","2","$0.29","($58.08)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","BTO","7","$0.40","($280.28)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","STC","3","$0.68","$203.87"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $690.00","BTO","3","$0.79","($237.12)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $686.00","STC","1","$0.37","$36.95"
"1/9/2026","1/9/2026","1/12/2026","META","META 1/9/2026 Call $652.50","STC","1","$0.78","$77.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $686.00","BTO","1","$0.49","($49.04)"
"1/9/2026","1/9/2026","1/12/2026","META","META 1/9/2026 Call $652.50","BTO","1","$1.18","($118.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","STC","1","$0.42","$41.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","STC","1","$0.48","$47.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","BTO","1","$0.44","($44.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","STC","1","$0.47","$46.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","STC","2","$0.50","$99.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","BTO","1","$0.33","($33.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","BTO","1","$0.33","($33.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","BTO","1","$0.34","($34.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $685.00","BTO","1","$0.34","($34.04)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","STC","2","$0.28","$55.91"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","BTO","1","$0.33","($33.04)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","BTO","1","$0.42","($42.04)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","STC","2","$0.41","$81.91"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","STC","2","$0.40","$79.91"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","BTO","1","$0.38","($38.04)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","BTO","1","$0.36","($36.04)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Put $680.00","BTO","2","$0.42","($84.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","1","$1.11","$110.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","1","$0.86","$85.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","2","$0.77","$153.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","4","$0.77","($308.16)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","1","$0.76","$75.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","1","$0.49","($49.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Call $620.00","STC","3","$0.73","$218.87"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Call $620.00","BTO","2","$0.82","($164.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Call $620.00","BTO","1","$0.82","($82.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","3","$0.23","$68.87"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","1","$0.23","$22.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","2","$0.24","$47.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","6","$0.32","($192.24)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","5","$0.28","$139.78"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","1","$0.28","($28.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","3","$0.28","($84.12)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","1","$0.28","($28.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","4","$0.32","$127.83"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","2","$0.35","($70.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","1","$0.36","($36.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","2","$0.39","$77.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","7","$0.34","$237.70"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","10","$0.31","($310.40)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","1","$0.57","$56.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","1","$0.65","$64.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","8","$0.56","$447.65"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","7","$0.49","($343.28)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","3","$0.49","($147.12)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","STC","4","$0.24","$95.83"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $618.00","BTO","4","$0.21","($84.16)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","2","$0.44","$87.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","2","$0.45","$89.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","3","$0.48","($144.12)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","1","$0.47","($47.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","5","$0.59","$294.78"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","5","$0.57","($285.20)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","2","$0.58","$115.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","1","$0.64","($64.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","1","$0.79","($79.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","3","$0.84","$251.87"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","2","$0.73","$145.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","4","$0.61","($244.16)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","4","$0.74","$295.83"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","5","$0.82","($410.20)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","2","$0.80","$159.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","5","$0.79","$394.78"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","7","$0.74","($518.28)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","STC","4","$0.76","$303.83"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","1","$0.98","($98.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $619.00","BTO","3","$0.98","($294.12)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","2","$0.29","$57.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","1","$0.46","($46.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","1","$0.50","($50.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","2","$0.71","$141.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","3","$0.69","$206.87"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","5","$0.55","($275.20)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","2","$0.57","$113.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","1","$0.53","$52.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","1","$0.53","$52.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","4","$0.53","($212.16)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","1","$0.41","$40.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","2","$0.50","$99.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","2","$0.39","($78.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","1","$0.50","($50.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","2","$0.61","$121.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","2","$0.67","$133.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","1","$0.52","($52.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","3","$0.52","($156.12)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/8/2026 Put $688.00","STC","1","$0.70","$69.95"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/8/2026 Put $688.00","STC","1","$0.70","$69.95"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/8/2026 Put $688.00","STC","1","$0.70","$69.95"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/8/2026 Put $688.00","STC","2","$0.70","$139.91"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/8/2026 Put $688.00","BTO","5","$0.66","($330.20)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Call $689.00","STC","1","$2.80","$279.95"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/9/2026 Call $689.00","BTO","1","$2.98","($298.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","1","$0.68","$67.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","1","$0.47","($47.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","1","$0.50","$49.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","STC","4","$0.50","$199.83"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $617.00","BTO","5","$0.42","($210.20)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","6","$0.23","$137.74"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","1","$0.25","($25.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","2","$0.25","($50.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","3","$0.25","($75.12)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","2","$0.30","$59.91"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","1","$0.34","$33.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","1","$0.30","$29.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","6","$0.29","$173.74"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","2","$0.19","($38.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","2","$0.21","($42.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","2","$0.20","($40.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","1","$0.22","($22.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","1","$0.23","($23.04)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","2","$0.32","($64.08)"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","1","$0.60","$59.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","1","$0.56","$55.95"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","STC","3","$0.44","$131.87"
"1/8/2026","1/8/2026","1/9/2026","QQQ","QQQ 1/8/2026 Put $615.00","BTO","5","$0.38","($190.20)"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/8/2026 Call $689.00","STC","1","$0.98","$97.95"
"1/8/2026","1/8/2026","1/9/2026","SPY","SPY 1/8/2026 Call $689.00","BTO","1","$1.10","($110.04)"
"1/8/2026","1/8/2026","1/8/2026","","Gold Subscription Fee","GOLD","","","($5.00)"
"1/8/2026","1/8/2026","1/9/2026","","ACH Deposit","ACH","","","$5.00"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","STC","6","$0.10","$59.74"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","STC","3","$0.10","$29.87"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","BTO","9","$0.07","($63.36)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","1","$0.61","$60.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","1","$0.58","$57.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","3","$0.47","$140.87"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","5","$0.34","($170.20)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $695.00","STC","10","$0.08","$79.57"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Put $694.00","STC","1","$1.36","$135.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $695.00","BTO","10","$0.08","($80.40)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Put $694.00","BTO","1","$1.50","($150.04)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","2","$0.34","$67.91"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","2","$0.38","$75.91"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","1","$0.35","$34.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","5","$0.34","$169.78"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","9","$0.31","($279.36)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","1","$0.31","($31.04)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","5","$0.29","$144.78"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","5","$0.35","($175.20)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","5","$0.31","$154.78"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","5","$0.32","$159.78"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","9","$0.30","($270.36)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","1","$0.31","($31.04)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","STC","1","$0.50","$49.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","STC","1","$0.55","$54.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","STC","2","$0.50","$99.91"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","STC","1","$0.50","$49.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","STC","5","$0.44","$219.78"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $694.00","BTO","10","$0.41","($410.40)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Call $694.00","STC","2","$1.06","$211.91"
"1/7/2026","1/7/2026","1/8/2026","QQQ","QQQ 1/7/2026 Call $628.00","STC","2","$0.44","$87.91"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Call $694.00","BTO","2","$1.07","($214.08)"
"1/7/2026","1/7/2026","1/8/2026","QQQ","QQQ 1/7/2026 Call $628.00","STC","3","$0.34","$101.87"
"1/7/2026","1/7/2026","1/8/2026","QQQ","QQQ 1/7/2026 Call $628.00","STC","5","$0.33","$164.78"
"1/7/2026","1/7/2026","1/8/2026","QQQ","QQQ 1/7/2026 Call $628.00","BTO","10","$0.29","($290.40)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Call $693.00","STC","1","$1.45","$144.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Call $693.00","STC","1","$1.56","$155.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Call $693.00","STC","1","$1.50","$149.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Call $693.00","STC","2","$1.47","$293.91"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Call $693.00","BTO","5","$1.22","($610.20)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $692.00","STC","1","$0.40","$39.95"
"1/7/2026","1/7/2026","1/8/2026","JD","JD 1/16/2026 Call $37.50","BTO","15","$0.01","($15.60)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $692.00","BTO","1","$0.52","($52.04)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","1","$1.27","$126.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","1","$1.14","$113.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","1","$1.04","$103.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","3","$0.96","($288.12)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Put $693.00","STC","3","$1.57","$470.87"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Put $693.00","BTO","3","$1.61","($483.12)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Put $693.00","STC","3","$1.58","$473.87"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Put $693.00","BTO","2","$1.57","($314.08)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/8/2026 Put $693.00","BTO","1","$1.57","($157.04)"
"1/7/2026","1/7/2026","1/8/2026","QQQ","QQQ 1/7/2026 Call $627.00","STC","4","$0.21","$83.83"
"1/7/2026","1/7/2026","1/8/2026","QQQ","QQQ 1/7/2026 Call $627.00","BTO","2","$0.31","($62.08)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","STC","1","$1.76","$175.95"
"1/7/2026","1/7/2026","1/8/2026","QQQ","QQQ 1/7/2026 Call $627.00","BTO","2","$0.40","($80.08)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Put $693.00","BTO","1","$1.18","($118.04)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","1","$1.05","$104.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","1","$1.05","$104.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","4","$0.90","$359.83"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","4","$0.83","$331.83"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","BTO","1","$0.73","($73.04)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","BTO","1","$0.73","($73.04)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","BTO","2","$0.73","($146.08)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","BTO","6","$0.73","($438.24)"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","2","$0.58","$115.91"
"1/7/2026","1/7/2026","1/8/2026","TSLA","TSLA 1/9/2026 Call $435.00","STC","1","$5.20","$519.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","3","$0.68","$203.87"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","1","$0.68","$67.95"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","2","$0.68","$135.91"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","STC","2","$0.68","$135.91"
"1/7/2026","1/7/2026","1/8/2026","SPY","SPY 1/7/2026 Call $692.00","BTO","10","$0.62","($620.40)"
